keyword,occurrence,raw_total_score,normalized_total,effectiveness
160 00,1,0.04299335803923478,0.011188024443687133,0.420363518113442
160 160,1,0.04299335803923478,0.011188024443687133,0.420363518113442
250ml unique,1,0.04299335803923478,0.011188024443687133,0.420363518113442
160 customers,1,0.04299335803923478,0.011188024443687133,0.420363518113442
250ml,1,0.04299335803923478,0.011188024443687133,0.420363518113442
200ml,1,0.042835293687811936,0.01114689186163154,0.4203470650806198
18 centimeters,1,0.042835293687811936,0.01114689186163154,0.4203470650806198
18,1,0.042835293687811936,0.01114689186163154,0.4203470650806198
169 material,1,0.042835293687811936,0.01114689186163154,0.4203470650806198
169 169,1,0.042835293687811936,0.01114689186163154,0.4203470650806198
169 00,1,0.042835293687811936,0.01114689186163154,0.4203470650806198
200ml use,1,0.042835293687811936,0.01114689186163154,0.4203470650806198
00 169,1,0.042835293687811936,0.01114689186163154,0.4203470650806198
leather vinyl,1,0.04053036481798876,0.010547087572954934,0.42010714336514915
interior plastic,1,0.04053036481798876,0.010547087572954934,0.42010714336514915
plastic leather,1,0.04053036481798876,0.010547087572954934,0.42010714336514915
convenient,1,0.04053036481798876,0.010547087572954934,0.42010714336514915
conditions,1,0.04053036481798876,0.010547087572954934,0.42010714336514915
cleaning,1,0.04053036481798876,0.010547087572954934,0.42010714336514915
polish interior,1,0.04053036481798876,0.010547087572954934,0.42010714336514915
polish interiors,1,0.04053036481798876,0.010547087572954934,0.42010714336514915
protectant dashboard,1,0.04053036481798876,0.010547087572954934,0.42010714336514915
refreshing,1,0.04053036481798876,0.010547087572954934,0.42010714336514915
great,1,0.04053036481798876,0.010547087572954934,0.42010714336514915
